tipo,pregunta,materia,opcion_a,opcion_b,opcion_c,opcion_d,opcion_e,opcion_f,correctas,respuesta_correcta,respuesta_modelo,criterios
abierta,Explique cómo se dividen los delitos y en qué consiste cada uno de ellos de acuerdoal daño que causan:,Derecho,,,,,,,,"• De daño o lesión Infaliblemente se afecta el objeto jurídico. (robo, homicidio) • De peligro Cuando no se afecta el bien jurídico tutelado, sino solo se pone en riesgo; la ley castiga la alarma en que se situó el bien jurídicamente tutelado.",,
abierta,Concepto de antijuricidad:,Derecho,,,,,,,,Conducta externa del individuo que es puramente objetiva y que viola el valor o bien protegido por las normas penales (Contrario a derecho).,,
abierta,Diferencia entre la antijuricidad formal y material:,Derecho,,,,,,,,"La formal es aquella que viola lo señalado por la ley y la material existe cuando habiendo trasgredido una norma positiva, lesiona o pone en peligro un bien jurídico que el derecho quería proteger, represente una contradicción a los intereses de la colectividad o signifiquen un daño o perjuicio social por la rebeldía a la norma.",,
abierta,¿En qué casos se da la ausencia de antijuricidad?,Derecho,,,,,,,,Cuando medie alguna causa de justificación.,,
abierta,¿Cuáles son las causas de justificación de la antijuricidad?,Derecho,,,,,,,,• Legítima defensa • Estado de necesidad • Cumplimiento de un deber • Ejercicio de un derecho • Consentimiento del titular del bien jurídico afectado,,
abierta,Concepto de legítima defensa:,Derecho,,,,,,,,"Repulsa de una agresión antijurídica, actual e inminente y sin derecho por el atacado o tercera persona contra el agredir, sin traspasar la necesidad de la defensa dentro de la racional proporcionalidad de los medios.",,
abierta,¿En qué casos se da la ausencia de antijuricidad por el ejercicio de un derecho?,Derecho,,,,,,,,"Cuando obrando legítimamente en ejercicio de un deber o de un derecho que la norma preceptúa, se causa un daño a otro bien jurídico tutelado, siempre que este se realice en provecho de quien lo ejerza y nunca en perjuicio de persona alguna por el abuso de atribuciones.",,
abierta,¿Qué entiendes por estado de necesidad?,Derecho,,,,,,,,"Estado de peligro actual o inmediato para bienes jurídicamente protegidos, que solo puede evitarse mediante la lesión de bienes también jurídicamente tutelados, pertenecientes a otra persona, siempre en razón del interés preponderante.",,
abierta,¿En qué casos el robo está excluido de responsabilidad?,Derecho,,,,,,,,En el caso de robo famélico.,,
abierta,Defina el ejercicio de un derecho según el Código Penal Federal:,Derecho,,,,,,,,Cuando la acción o la omisión se realicen en cumplimiento de un deber jurídico o en ejercicio de un derecho siempre que exista necesidad racional del medio empleado para cumplir el deber o ejercer el derecho y que este último no se realice con el solo propósito de perjudicar a otro. ,,
abierta,¿Qué es la retroactividad de la ley y cuándo se aplica?,Derecho,,,,,,,,"Aplicación de una norma, respecto de un hecho ocurrido antes del surgimiento de ésta; sólo se puede aplicar en beneficio de las personas más nunca en perjuicio de éstas.",,
abierta,¿Cuáles son las ramas de la criminalística?,Derecho,,,,,,,,"Dactiloscopía, grafoscopía, retrato hablado, balística, etc.",,
abierta,¿Cuál es y a qué atiende la clasificación legal de los tipos penales?,Derecho,,,,,,,,"Atiende al bien jurídico tutelado y se clasifica en: • Elementos tipo: objetivos, subjetivos y normativos • Culpabilidad: dolosos y culposos • Materialización: permanentes, instantáneos y continuados • Conducta: acción y omisión • Perseguibilidad: de querella y oficio.",,
abierta,Definición de DERECHO CONSTITUCIONAL,Derecho,,,,,,,,"El derecho constitucional regula la estructura de la administración pública, el funcionamiento de los órganos políticos supremos, define la posición del individuo frente al Estado y señala la forma de gobierno del país. Es decir estudio lo que tenga que ver con la organización del Estado señalándole sus facultades y su relación.",,
abierta,¿ Cuáles son los métodos de interpretación en los que se apoya el Derecho Constitucional y en que consiste?,Derecho,,,,,,,,"▪ El método lógico que sirve para desentrañar el sentido de la norma. ▪ El Método histórico consiste en analizar las distintas constituciones que han existido para señalar sus cambios y evolución. ▪ El Método crítico valorativo en donde se critica los valores que rodearon a cierta constitución, para saber porque se hizo de tal manera un precepto.",,
abierta,¿Cuál es la razón por la que el derecho constitucional adquirió esa denominación?,Derecho,,,,,,,,Hasta el siglo XIX una vez que se estableció la costumbre de reunir las normas jurídicas concernientes a las instituciones políticas en un texto especial de carácter solemne llamado constitución,,
abierta,¿Por qué los juristas de principios del siglo XX destacaban la importancia del Estado de Derecho’,Derecho,,,,,,,,Para mantener a los gobernantes sometidos a las normas jurídicas.,,
abierta,¿Cuáles son los conceptos de Derecho Constitucional según los siguientes autores?,Derecho,,,,,,,,Hasta el siglo XIX una vez que se estableció la costumbre de reunir las normas jurídicas concernientes a las instituciones políticas en un texto especial de carácter solemne llamado constitución,,
abierta,Definición de CONSTITUCION,Derecho,,,,,,,,"El contrato decae por: todas las obligaciones nacidas del contrato desaparecen a consecuencia de la nulidad que afecta al completo contrato, sin importar que sean obligaciones principales u obligaciones accesorias. La nulidad obra retroactivamente: tanto el deudor como acreedor deben restituir la cosa, y todo va obrar como que nunca existió ese contrato, excepto en el caso de los arrendamientos que ya la cosa ha sido ocupada. La retroactividad produce efectos tanto con respeto a las partes contratantes como con respecto a los terceros.",,
abierta,¿Qué documento surgió en Inglaterra a principios del siglo XIII y que es origen de la Constitución y cual es su finalidad.?,Derecho,,,,,,,,"LA CARTA MAGNA y su finalidad fue conseguir que esta sirviera como limitación de poder por parte de los gobernantes. Entre otras cosas exigidas, se pedía el favor de no violentar el derecho; y se formó, en otras palabras, el derecho al debido proceso; también se separó la iglesia del estado.",,
abierta,Explica brevemente cual es el contenido de la Carta Magna de 1215.,Derecho,,,,,,,,"En ella se aseguran las propiedades y derechos feudales frente al poder del rey, se solicita que se establezca un senado, se establece que ninguna persona sea enjuiciada sin proceso por parte del monarca, se amplía la seguridad a campesinos, comerciantes etc.",,
abierta,¿Qué documento surgió en Francia a finales del siglo XVIII y cual es su finalidad?,Derecho,,,,,,,,"La declaración de los derechos del hombre y del ciudadano, en donde se estableció principalmente los derechos fundamentales del hombre o las garantías individuales.",,
abierta,Explica brevemente cual es el contenido de La Declaración de los Derechos del Hombre y del Ciudadano de 1789 en Francia.,Derecho,,,,,,,,"El artículo 2 enumera los derechos naturales e imprescriptibles del hombre, que son anteriores a los poderes establecidos y son considerados como aplicables en cualquier lugar y cualquier época: la libertad la propiedad la seguridad la resistencia a la opresión. Muchos artículos son dedicados a la libertad: Artículo 1: ""Los hombres nacen y permanecen libres e iguales en derechos""; Los artículos 4 y 5 intentan definir y circunscribir la libertad. Es definida como ""lo que no perjudica a nadie"" y sólo la ley le puede poner límites; Los artículos 7, 8 y 9 precisan las características de la libertad individual: presunción de inocencia e irretroactividad de la ley; Los artículos 10 y 11 se refieren a la libertad de opinión, de prensa y de consciencia.",,
abierta,¿En qué partes se divide la Constitución y cuál es el contenido de cada una de ellas?,Derecho,,,,,,,,"▪ PARTE DOGMATICA: Contiene los derechos y libertades fundamentales de los gobernados, es decir Las garantías individuales. ▪ PARTE ORGANICA: Se refiere a la organización, funciones, facultades y relaciones de los órganos del poder público, la integración del territorio nacional, la forma de gobierno, el concepto de soberanía, entre otros.",,
abierta,¿Cuál es el concepto de Constitución desde el punto de vista material y formal?,Derecho,,,,,,,,"Concepto material: Es el conjunto de normas que designan, a los órganos supremos, del Estado, los modos de su creación, sus relaciones mutuas, fijan el circulo de su acción y por ultimo la situación de cada uno de ellos respecto al Poder del Estado. Desde este punto de vista material, Las Constituciones del mundo occidental, han organizado al poder público con la mira de impedir el abuso del mismo, de ahí que se sustenten, en dos principios capitales: 1) Las garantías individuales 2) La separación de poderes.",,
abierta,Cual es el concepto de Constitución según los siguientes autores:,Derecho,,,,,,,,"-Según Karl Smitch Hay que limitar la palabra constitución, a constitución del Estado, es decir la unidad política de un pueblo, entonces significa, la situación total de la unidad y ordenación política. Por otro lado, también puede significar, un sistema cerrado de normas entonces designa igualdad. El concepto de constitución es un todo, porque designa un todo. ▪ Según Fernindam LaSalle La constitución es la ley fundamental, proclamada en el país, en la que se hecha los cimientos, para la organización del derecho publico de ese país. La constitución, puede ser real y efectiva cuando la constitución de un país es la suma de los factores reales del poder. Que rigen en ese país.",,
abierta,Define el principio de SUPREMACIA CONSTITUCIONAL,Derecho,,,,,,,,Consiste en que a partir de la normas constitucionales se derivan todas las demás leyes dentro del Estado. Ninguna ley esta por encima de las normas constitucionales.,,
abierta,,Derecho,,,,,,,,"a) Surge el subprincipio de unidad a través del cual se asegura la compatibilidad vertical y horizontal de las normas dentro del ordenamiento; las normas inferiores deben adecuarse a las superiores y las normas de igual nivel no pueden contradecirse pues la norma superior decide el conflicto. b) Surge el subprincipio de control, de la supremacía constitucional, pues si no se efectiviza el mismo, no existirá relación se supra y subordinación normativa dentro del ordenamiento. La constitución va a controlar todas las leyes. c) Surge el su principio de razonabilidad, según el cual, las leyes deben ser instrumentos o medios adecuados a los fines establecidos por la constitución. Deben estar de acuerdo con la constitución. Ejemplo. La ley federal del trabajo es un instrumento o medio para que se aplique el ART 123 CONST.",,
abierta,Definición del principio de legalidad.,Derecho,,,,,,,,"Consiste en que todos los servidores públicos, solo pueden hacer lo que les esté formal y expresamente permitido.",,
abierta,Explica brevemente en que consiste el principio de inviolabilidad Constitucional según ART,Derecho,,,,,,,,Que la constitución no perderá su fuerza o vigor aun cuando su observancia sea interrumpida por rebelión.,,
abierta,De acuerdo al ART 135 Const. En que consiste el procedimiento para adicionar o reformar la constitución vigente.,Derecho,,,,,,,,"Se requiere que el Congreso de la Unión, por el voto de las dos terceras partes de los individuos presentes, acuerden las reformas o adiciones, y que éstas sean aprobadas por la mayoría de las legislaturas de los Estados.",,
abierta,¿En qué consiste el medio de control de la constitucionalidad a cargo de un órgano politico?,Derecho,,,,,,,,"Control de la constitucionalidad por medio de un organismo político; este sistema, es el confía la función del control de la constitucionalidad a un organismo especial, a un verdadero poder al lado de los poderes clásicos. (ejecutivo, legislative y judicial) El sistema de control constitucional por órgano político generalmente, rebela la existencia de un 4º poder distinto de los otros tres al cual esta encomendada, la protección del orden establecido por la constitución; se caracteriza, en que la petición o solicitud de declaración de inconstitucionalidad de un acto o de una ley la hacen las mismas autoridades, contra aquella responsable de la violación. El procedimiento observado para hacer la declaración mencionada no es contencioso, sino que estriba, en un mero estudio hecho por el poder controlador, acerca de la ley o acto reclamado, con el fin de concluir si son constitucionales o no; la resolución pronunciada no reviste el carácter de una sentencia ya que esta recae únicamente en los procedimientos contenciosos.",,
abierta,¿Cuáles son los inconvenientes de que el control de la constitucionalidad lo ejerza el órgano politico?,Derecho,,,,,,,,"El sistema de control constitucional por órgano político generalmente, rebela la existencia de un 4º poder distinto de los otros tres al cual esta encomendada, la protección del orden establecido por la constitución; se caracteriza, en que la petición o solicitud de declaración de inconstitucionalidad de un acto o de una ley la hacen las mismas autoridades, contra aquella responsable de la violación. El procedimiento observado para hacer la declaración mencionada no es contencioso, sino que estriba, en un mero estudio hecho por el poder controlador, acerca de la ley o acto reclamado, con el fin de concluir si son constitucionales o no; la resolución pronunciada no reviste el carácter de una sentencia ya que esta recae únicamente en los procedimientos contenciosos.",,
abierta,¿ En qué consiste el medio de control de la constitucionalidad ejercido por el órgano jurisdiccional?,Derecho,,,,,,,,Recae en un juez el determinar la constitucionalidad de un acto o una ley.,,
abierta,¿Cuál es la conveniencia de que el control de la constitucionalidad este a cargo del órgano jurisdiccional?,Derecho,,,,,,,,"La controversia judicial que se suscita en el juicio o proceso del procedimiento seguido ante un órgano jurisdiccional de control, tiene como opositores al individuo agraviado y a la autoridad responsable del acto o ley violatoria, teniendo las resoluciones o sentencias solo efectos relativos de cosa juzgada en el sistema que nos ocupa, se elude la peligrosa interpretación o conceptuación absoluta de inconstitucionalidad hecha por un órgano político sustenta la autoridad en el sentido de considerar aquella como un menoscabo a su actividad y reputación; se deduce que nuestro juicio de amparo es evidentemente, un medio de control de constitucionalidad ejercido por un órgano jurisdiccional.",,
abierta,¿De que manera el orden juridico regula la actuacion humana?:,Derecho,,,,,,,,"De manera autoritaria, con un tono absolutamente obligatorio",,
abierta,¿Cuándo el Estado interviene organizando las relaciones del hombre con sus semejantes?,Derecho,,,,,,,,"Interviene organizando las relaciones del hombre con sus semejantes en cuanto esta afectan, la consecución plena del bien común la justicia la seguridad jurídica y la convivencia armónica de los derechos subjetivos",,
abierta,"¿De qué manera el Estado garantiza el bien comun, la justicia, la seguridad juridica y la armonia social?",Derecho,,,,,,,,"Mediante un orden coactivo, aplicado por una institución jurídico política",,
abierta,¿Qué es lo que da lugar a la institucion denominada Estado y a su autoridad?,Derecho,,,,,,,,"La exigencia de la naturaleza libre y social del hombre que requiere de un orden, ha de estar legalmente fundado por una ley y adecuadamente motivado por la realidad por ello que el poder originario que se haya en el pueblo se deriva dando lugar a la institución denominada Estado",,
abierta,Definición de Estado:,Derecho,,,,,,,,Es una población unida orgánicamente bajo una suprema autoridad y agrupada en un determinado territorio.,,
abierta,¿Cuáles son los elemento materiales del Estado y como se define cada uno de ellos?,Derecho,,,,,,,,"▪ La Poblacion : Es un grupo de personas que habita en un determinado territorio en un momento determinado. ▪ Gobierno: Es el grupo de poder o autoridad encargado de proteger a la población y al territorio creando leyes o instrumentos para ello. ▪ El territorio: Es el ámbito geográfico donde se asienta el Estado, es el espacio aéreo terrestre y marítimo donde un Estado ejerce su soberanía.",,
abierta,Concepto de soberanía:,Derecho,,,,,,,,Es la facultad de autodeterminación que es la capacidad de un Estado para autogobernarse de manera política.,,
abierta,Definición de Estado de derecho:,Derecho,,,,,,,,Es aquel que se organiza y funciona de acuerdo con los principios emanados de la constitución.,,
abierta,Concepto de acto jurídico.,Derecho,,,,,,,,"Es la manifestación de la voluntad de una o más partes con la intención de crea, modificar o extinguir un derecho. Se puede desprender: La voluntad debe manifestarse, mientras no lo haga el deseo queda en el fuero interno de la conciencia de la persona y no produce ningún efecto. La persona debe tener intención de producir un efecto jurídico, esto es, crear, modificar o extinguir un derecho. El objetivo de los actos es crear, modificar o extinguir un derecho.",,
abierta,Concepto de convención.,Derecho,,,,,,,,"Acuerdo de voluntades entre dos o más personas, con el objeto de crear obligaciones o modificar o extinguir otras preexistentes.",,
abierta,Concepto de contrato.,Derecho,,,,,,,,"Art. 1101. Es un convenio en cuya virtud, una o varias personas se obligan respecto de una o de varias otras, a dar, hacer, o no hacer alguna cosa. Es un acuerdo de voluntades que crea obligaciones.",,
abierta,¿Cuáles son los elementos y cuál es la función del contrato.,Derecho,,,,,,,,"Elementos personales, elementos reales y elementos formales. Elementos personales: Los sujetos del contrato pueden ser personas físicas o jurídicas con la capacidad jurídica, y de obrar, necesaria para obligarse. Elementos reales. Integran la denominada prestación, o sea, la cosa u objeto del contrato, por un lado, y la contraprestación, por ejemplo, dar suma de dinero, por el otro. Elementos formales: La forma es el conjunto de signos mediante los cuales se manifiesta el consentimiento de las partes en la celebración de un contrato. En algunos contratos es posible que se exija una forma específica de celebración. Por ejemplo, puede ser necesaria la forma escrita, la firma ante notario o ante testigos, etc. La función del contrato es que crea y transmite obligaciones.",,
abierta,Explique el doble efecto del contrato.,Derecho,,,,,,,,"Que genera obligaciones entre las partes. Las partes deben ajustarse a las condiciones estipuladas en el contrato (principio de literalidad). Las condiciones y los efectos del contrato solo tienen efecto entre las partes que aceptaron el contrato, y sus causahabientes (principio de relatividad del contrato). Los pactos contenidos en los contratos deben ejecutarse en los términos que fueron suscritos.",,
abierta,¿Cuáles son las obligaciones nacidas del contrato?,Derecho,,,,,,,,"Obligaciones del comprador: tiene la obligación de de pagar el precio, de pagar el precio de compraventa, de recibir la cosa vendida. Obligaciones del vendedor: tiene la obligación de entregar la cosa en buen estado, es una obligación de dar, está obligado a transferir el derecho de propiedad que tiene sobre esa cosa y al mismo tiempo hacer la entrega de la cosa.",,
abierta,En qué consiste la interpretación de los contratos y a quien corresponde ejercer dicha interpretación.,Derecho,,,,,,,,"Cuando se ofrece una cosa a un público determinado o a todo tipo de público, cuando ese público acepta esa cosa eso genera un contrato entre las partes. La aceptación es cuando la persona expresa su voluntad de aceptar la cosa.",,
abierta,En materia contractual que es la oferta y en qué consiste la aceptación.,Derecho,,,,,,,,"Son los que exigen además del consentimiento, que es un requisito que debe estar presente en todos los contratos una formalidad que sin su cumplimiento el contrato carecería de validez: la forma da el ser a la cosa. La formalidad exigida para su validez consiste no solamente en la intervención de un notario, sino en la redacción de un documento notarial.",,
abierta,¿Qué son contratos solemnes?,Derecho,,,,,,,,"Los contratos consensuales son aquellos que se forman por el solo consentimiento de las partes, se dice que él solo consentimiento obliga. Estos contratos constituyen el principio de nuestro derecho y por lo tanto el derecho común en materia de contrato.",,
abierta,Explique en qué consiste el principio del consensualismo y el efecto relativo del contrato.,Derecho,,,,,,,,"EL contrato aleatorio es un convenio reciproco, cuyos efectos de perdida y beneficios, ya sea por todas las partes o para una o muchas de ellas, depende de un suceso incierto. Ej. Tales son el contrato de seguro, el préstamo a la gruesa, el juego y apuesta.",,
abierta,¿Qué son contratos aleatorios?,Derecho,,,,,,,,"Inexistencia de voluntad, si le consentimiento pretendido carece de los requisitos jurídicos que integra una manifestación de voluntad: Un no consentimiento. Oferta y aceptación no coinciden o concurren sobre objeto distinto o aparentan concurrir y no lo hacen. Se finge una pluralidad de voluntades que en realidad no existen. La capacidad de los contratantes deben ser mayores de edad y estar en pleno uso de sus facultades mentales.",,
abierta,Explique en cuales casos se puede dar la inexistencia del contrato.,Derecho,,,,,,,,"Causa ilícita en el objeto motivo provoca la inexistencia del contrato. Inexistencia por ausencia de objeto: si falta el bien concreto o la utilidad que envuelve la prestación el contrato se considera inexistente: la imposibilidad metafísica, la indeterminación de la especie y la indeterminación de la cantidad dentro del mismo convenio. Inexistencia por ausencia de solemnidad: defecto de forma que están establecida por las leyes.",,
abierta,Inexistencia por ausencia de causa:,Derecho,,,,,,,,Cuando no cumple con los requisitos de fondo o de forma requeridos para la validez del contrato establecido por la ley.,,
abierta,En cuales casos se da la nulidad de pleno derecho en los contratos.,Derecho,,,,,,,,"Los contratos que están afectados de error, de violencia o de dolo. Los contratos formalizados por un incapaz para contratar. Los contratos nulos por vicio de forma.",,
abierta,En cuales contratos se puede producir la anulabilidad de los mismos.,Derecho,,,,,,,,La anulabilidad: es la nulidad relativa de los contratos.,,
abierta,"¿ Cuáles son los efectos de la inexistencia, nulidad y anulabilidad de los contratos?",Derecho,,,,,,,,"El contrato de cae por completo: todas las obligaciones nacidas del contrato desaparecen a consecuencia de la nulidad que afecta al contrato, sin importar que sean obligaciones principales u obligaciones accesorias. La nulidad obra retroactivamente: tanto el deudor como acreedor deben restituir la cosa, y todo va obrar como que nunca existió ese contrato, excepto en el caso de los arrendamientos que ya la cosa ha sido ocupada. La retroactividad produce efectos tanto con respeto a las partes contratantes como con respecto a los terceros.",,
abierta,Como se produce la confirmación de los contratos.,Derecho,,,,,,,,"Se produce cuando una persona hace que desaparezca los vicios del contrato, cuya nulidad había podido invocar, es una renuncia a la acción de nulidad relativa, constituye un acto jurídico unilateral. La confirmación debe emanar de la persona que pudiera prevalerse de la nulidad. Es aplicable solo a la nulidad relativa. Es necesario que la confirmación se lleve a cabo con conocimiento de causa, es decir cuando la parte que confirma conoce le vicio y tiene el propósito de repararlo. Es preciso que la confirmación este exenta del vicio que podría hacer anulable el contrato confirmado.",,
abierta,Explique el principio de la autonomía de la voluntad de las partes el momento de contratar.,Derecho,,,,,,,,Este principio es de derecho privado en virtud del cual el autor o los autores de un acto jurídico tienen la facultad de celebrarlo libremente y determinar a su voluntad su contenido y efectos.,,
abierta,¿ Cuáles son los vicios del consentimiento en los contratos?,Derecho,,,,,,,,"Los vicios son anormalidades del consentimiento que ocasiona la anulación del acto jurídico a favor de la parte que ha sido víctima de ella. Los vicios son: error, la violencia, el dolo, lesión.",,
abierta,"En qué consiste el dolo, el error y la violencia a la hora de contratar.",Derecho,,,,,,,,"El error: es aquel obstáculo que impide la formación misma del contrato. Existen tres tipos de error: -El error in negocio: el que recae sobre la naturaleza misma del contrato, cuando las partes no se han puesto de acuerdo. -El error in corpore: cuando las partes se han equivocado sobre la identidad del objeto de la obligación. Ej. Cuando una persona cree que ha comprado una cosa y el vendedor cree que está vendiendo una cosa diferente. -El error sobre la causa de la obligación: la causa de obligación son los motivos que han llevado a las partes a asumir la obligación, ósea la contraposición. El Dolo: el art. 1116 del Código Civil, dice el dolo es causa de nulidad, cuando los medios puestos en práctica por unos e los contratantes son tales, que quede evidenciado que sin ello no hubiese contratado la otra parte. El dolo es un error provocado, un error inducido. El dolo no se presume debe probarse. La violencia: el art.1111del C.C., dice, la violencia ejercida con el que ha contraído una obligación, causa de nulidad, aunque haya sido ejecutada por un tercero distinto de aquel en beneficio de quien se hizo el pacto.",,
abierta,¿Qué es la lesión en los contratos?,Derecho,,,,,,,,"Es el perjuicio económico que sufre una de las partes contratantes. Es un vicio excepcional del consentimiento, que solo tiene aplicación en determinados contratos y en cuanto determinados personas.",,
abierta,En qué consiste la rescisión por lesión en los contratos.,Derecho,,,,,,,,"Si el vendedor ha sido lesionado en más de las 7/12 partes en el precio de un inmueble, tiene derecho a pedir la recisión de la venta, aunque haya renunciado expresamente a esa facultad en el contrato, o declarado que hacia donación de la diferencia de precio.",,
abierta,Concepto de acto jurídico.,Derecho,,,,,,,,"Es la manifestación de la voluntad de una o más partes con la intención de crea, modificar o extinguir un derecho. Se puede desprender: La voluntad debe manifestarse, mientras no lo haga el deseo queda en el fuero interno de la conciencia de la persona y no produce ningún efecto. La persona debe tener intención de producir un efecto jurídico, esto es, crear, modificar o extinguir un derecho. El objetivo de los actos es crear, modificar o extinguir un derecho. Es unilateral.",,
abierta,Concepto de convención.,Derecho,,,,,,,,"Acuerdo de voluntades entre dos o más personas, con el objeto de crear obligaciones o modificar o extinguir otras preexistentes. Por tanto todas las convenciones son actos jurídicos, pero no todos los actos jurídicos son una convención.",,
abierta,Concepto de contrato.,Derecho,,,,,,,,"Art. 1101. Es un convenio en cuya virtud, una o varias personas se obligan respecto de una o de varias otras, a dar, hacer, o no hacer alguna cosa. Es un acuerdo de voluntades que crea obligaciones.",,
abierta,¿Cuáles son los elementos y cuál es la función del contrato?,Derecho,,,,,,,,"Elementos personales, elementos reales y elementos formales. -Elementos personales: Los sujetos del contrato pueden ser personas físicas o jurídicas con la capacidad jurídica, y de obrar, necesaria para obligarse. Elementos reales: Integran la denominada prestación, o sea, la cosa u objeto del contrato, por un lado, y la contraprestación, por ejemplo, dar suma de dinero, por el otro. Elementos formales: La forma es el conjunto de signos mediante los cuales se manifiesta el consentimiento de las partes en la celebración de un contrato. En algunos contratos es posible que se exija una forma específica de celebración. Por ejemplo, puede ser necesaria la forma escrita, la firma ante notario o ante testigos, etc. La función del contrato es que crea y transmite obligaciones.",,
abierta,Explique el doble efecto del contrato.,Derecho,,,,,,,,"Que genera obligaciones entre las partes. Las partes deben ajustarse a las condiciones estipuladas en el contrato (principio de literalidad). Las condiciones y los efectos del contrato solo tienen efecto entre las partes que aceptaron el contrato, y sus causahabientes (principio de relatividad del contrato). Los pactos contenidos en los contratos deben ejecutarse en los términos que fueron suscritos.",,
abierta,Cuáles son las obligaciones nacidas del contrato.,Derecho,,,,,,,,"Estas son las obligaciones jurídicas sancionadas por el derecho. Ejemplo: contrato de compra-venta: Obligaciones del comprador: tiene la obligación de de pagar el precio, de pagar el precio de compraventa, de recibir la cosa vendida. Obligaciones del vendedor: tiene la obligación de entregar la cosa en buen estado, es una obligación de dar, está obligado a transferir el derecho de propiedad que tiene sobre esa cosa y al mismo tiempo hacer la entrega de la cosa.",,
abierta,En qué consiste la interpretación de los contratos y a quien corresponde ejercer dicha interpretación.,Derecho,,,,,,,,#¿NOMBRE?,,
abierta,En materia contractual que es la oferta y en qué consiste la aceptación.,Derecho,,,,,,,,"Cuando se ofrece una cosa a un público determinado o a todo tipo de público, cuando ese público acepta esa cosa eso genera un contrato entre las partes. La aceptación es cuando la persona expresa su voluntad de aceptar la cosa.",,
abierta,¿Qué son contratos solemnes?,Derecho,,,,,,,,"Son los que exigen además del consentimiento, que es un requisito que debe estar presente en todos los contratos una formalidad que sin su cumplimiento el contrato carecería de validez: la forma da el ser a la cosa. La formalidad exigida para su validez consiste no solamente en la intervención de un notario, sino en la redacción de un documento notarial.",,
abierta,Explique en qué consiste el principio del consensualismo y el efecto relativo del contrato.,Derecho,,,,,,,,"Cuando el acuerdo de voluntades puede ser violado por cualquiera de las partes. Los contratos consensuales son aquellos que se forman por el solo consentimiento de las partes, se dice que él solo consentimiento obliga. Estos contratos constituyen el principio de nuestro derecho y por lo tanto el derecho común en materia de contrato.",,
abierta,¿Qué son contratos aleatorios?,Derecho,,,,,,,,"EL contrato aleatorio es un convenio reciproco, cuyos efectos de perdida y beneficios, ya sea por todas las partes o para una o muchas de ellas, depende de un suceso incierto. Ej. Tales son el contrato de seguro, el préstamo a la gruesa, el juego y apuesta.",,
abierta,Explique en cuales casos se puede dar la inexistencia del contrato.,Derecho,,,,,,,,"Cuando carece de requisitos jurídicos, es decir, cuando en ello falta uno de los requisitos de validez. -Inexistencia de voluntad, si le consentimiento pretendido carece de los requisitos jurídicos que integra una manifestación de voluntad: un no consentimiento. Oferta y aceptación no coinciden o concurren sobre objeto distinto o aparentan concurrir y no lo hacen. Se finge una pluralidad de voluntades que en realidad no existen. La capacidad de los contratantes deben ser mayores de edad y estar en pleno uso de sus facultades mentales. Inexistencia por ausencia de causa: Causa ilícita en el objeto motivo provoca la inexistencia del contrato. -Inexistencia por ausencia de objeto: si falta el bien concreto o la utilidad que envuelve la prestación el contrato se considera inexistente: la imposibilidad metafísica, la indeterminación de la especie y la indeterminación de la cantidad dentro del mismo convenio. -Inexistencia por ausencia de solemnidad: defecto de forma que están establecida por las leyes.",,
abierta,En cuales casos se da la nulidad de pleno derecho en los contratos.,Derecho,,,,,,,,Cuando no cumple con los requisitos de fondo o de forma requeridos para la validez del contrato establecido por la ley.,,
abierta,En cuales contratos se puede producir la nulabilidad de los mismos.,Derecho,,,,,,,,"Los contratos que están afectados de error, de violencia o de dolo. Los contratos formalizados por incapaz para contratar. Los contratos nulos por vicio de forma. La anulabilidad: es la nulidad relativa de los contratos.",,
abierta,"¿Cuáles son los efectos de la inexistencia, nulidad (De forma Absoluta) y anulabilidad (De forma Relativa) de los contratos.?",Derecho,,,,,,,,"El contrato de cae por completo: todas las obligaciones nacidas del contrato desaparecen a consecuencia de la nulidad que afecta al contrato, sin importar que sean obligaciones principales u obligaciones accesorias. La nulidad obra retroactivamente: tanto el deudor como acreedor deben restituir la cosa, y todo va obrar como que nunca existió ese contrato, excepto en el caso de los arrendamientos que ya la cosa ha sido ocupada. La retroactividad produce efectos tanto con respeto a las partes contratantes como con respecto a los terceros.",,
abierta,Como se produce la confirmación de los contratos.,Derecho,,,,,,,,"Se produce cuando una persona hace que desaparezca los vicios del contrato, cuya nulidad había podido invocar, es una renuncia a la acción de nulidad relativa, constituye un acto jurídico unilateral. La confirmación debe emanar de la persona que pudiera prevalerse de la nulidad. Es aplicable solo a la nulidad relativa. Es necesario que la confirmación se lleve a cabo con conocimiento de causa, es decir cuando la parte que confirma conoce le vicio y tiene el propósito de repararlo. Es preciso que la confirmación este exenta del vicio que podría hacer anulable el contrato confirmado.",,
abierta,Explique el principio de la autonomía de la voluntad de las partes el momento de contratar.,Derecho,,,,,,,,Este principio es de derecho privado en virtud del cual el autor o los autores de un acto jurídico tienen la facultad de celebrarlo libremente y determinar a su voluntad su contenido y efectos.,,
abierta,¿Cuáles son los vicios del consentimiento en los contratos?,Derecho,,,,,,,,"Los vicios son anormalidades del consentimiento que ocasiona la anulación del acto jurídico a favor de la parte que ha sido víctima de ella. Los vicios son: error, la violencia, el dolo, lesión.",,
